Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
71,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.549758791923523, 0.5846230387687683], [0.5674759149551392, 0.5855144262313843], [0.5350154638290405, 0.625588059425354], [0.5762479305267334, 0.6271141767501831], [0.5275433659553528, 0.674293041229248], [0.5867761373519897, 0.6780222654342651], [0.5379701852798462, 0.7120949029922485], [0.5879452228546143, 0.7129097580909729], [0.5379641056060791, 0.7246134281158447], [0.5722312927246094, 0.7261651158332825], [0.5172138214111328, 0.7848633527755737], [0.5938451886177063, 0.7864614725112915], [0.49320459365844727, 0.860198974609375], [0.6048502922058105, 0.8627399802207947]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6753813028335571, 0.6620239019393921], [0.6920814514160156, 0.6733070611953735], [0.6555076837539673, 0.6918824911117554], [0.6865245699882507, 0.7111382484436035], [0.6281989216804504, 0.72020024061203], [0.6815330386161804, 0.7488878965377808], [0.6218997240066528, 0.7402642369270325], [0.6749951839447021, 0.7625865340232849], [0.6447875499725342, 0.7962472438812256], [0.6673881411552429, 0.8054990768432617], [0.6383744478225708, 0.8686665296554565], [0.6765589118003845, 0.8772233128547668], [0.6377151608467102, 0.9266420006752014], [0.6858828663825989, 0.940466582775116]]","[464, 105]",tight_straight drive,"[3.488, 2.909, 2.028]","[3.832, 3.246, 1.529]","[0, 0, 0]"
72,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5633171796798706, 0.583636999130249], [0.5782185792922974, 0.5848151445388794], [0.5498328804969788, 0.6251313090324402], [0.587702751159668, 0.6270374655723572], [0.5393496155738831, 0.6724370121955872], [0.5958365201950073, 0.677643358707428], [0.5459474921226501, 0.7067475914955139], [0.5954314470291138, 0.7097668051719666], [0.5481069684028625, 0.720560610294342], [0.5797609090805054, 0.7218821048736572], [0.5258554816246033, 0.7807673811912537], [0.5994614362716675, 0.7829939723014832], [0.49817728996276855, 0.8544338941574097], [0.6049264669418335, 0.8567412495613098]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6677354574203491, 0.6553248763084412], [0.6829426884651184, 0.6614689230918884], [0.6562955975532532, 0.6902002096176147], [0.6756244897842407, 0.7082933187484741], [0.625514566898346, 0.6996877789497375], [0.6675101518630981, 0.743263840675354], [0.6204755902290344, 0.7094756960868835], [0.6606064438819885, 0.7493924498558044], [0.6440167427062988, 0.8021488785743713], [0.6608923673629761, 0.8109381794929504], [0.6450014114379883, 0.879530668258667], [0.6853974461555481, 0.8962863683700562], [0.6284578442573547, 0.950136661529541], [0.6967841982841492, 0.9735806584358215]]","[468, 111]",tight_straight drive,"[3.489, 2.911, 2.026]","[3.833, 3.246, 1.527]","[0, 0, 0]"
73,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5719386339187622, 0.5827816128730774], [0.5874414443969727, 0.584744930267334], [0.5594743490219116, 0.6226232051849365], [0.5932764410972595, 0.6255749464035034], [0.5516034364700317, 0.669314444065094], [0.5992074608802795, 0.6758742928504944], [0.561012864112854, 0.7026087641716003], [0.6008597612380981, 0.705306351184845], [0.5580568909645081, 0.7145951986312866], [0.5859985947608948, 0.7163617610931396], [0.5425351858139038, 0.7733221054077148], [0.6043012142181396, 0.7755240797996521], [0.5173410177230835, 0.8418495059013367], [0.6067180037498474, 0.8457944989204407]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6576277017593384, 0.6477769017219543], [0.6714745759963989, 0.6528768539428711], [0.64818274974823, 0.6779131293296814], [0.667178750038147, 0.6984961032867432], [0.6178265810012817, 0.6839475631713867], [0.6653820276260376, 0.7379832863807678], [0.6183773875236511, 0.6954066157341003], [0.6639829874038696, 0.7506330609321594], [0.6424082517623901, 0.7943994998931885], [0.6584184169769287, 0.8037880063056946], [0.6428350210189819, 0.8777579665184021], [0.6783306002616882, 0.8934095501899719], [0.6275292038917542, 0.9520841836929321], [0.6911256313323975, 0.9709474444389343]]","[472, 118]",tight_straight drive,"[3.491, 2.92, 2.02]","[3.871, 3.245, 1.489]","[0, 0, 0]"
74,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5968188047409058, 0.5766605138778687], [0.569590151309967, 0.6167648434638977], [0.6019865274429321, 0.6186326146125793], [0.55894535779953, 0.6665585041046143], [0.6085285544395447, 0.669956386089325], [0.0, 0.0], [0.6087146401405334, 0.7015228271484375], [0.5697304010391235, 0.7171437740325928], [0.5951993465423584, 0.7180792689323425], [0.5538722276687622, 0.7778880000114441], [0.603470504283905, 0.7787919640541077], [0.5391696095466614, 0.8449292778968811], [0.6076088547706604, 0.8468135595321655]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6618093848228455, 0.6398279666900635], [0.6322792768478394, 0.6767277717590332], [0.6600884795188904, 0.6822651624679565], [0.0, 0.0], [0.6617777943611145, 0.729308009147644], [0.0, 0.0], [0.6653649210929871, 0.7186548709869385], [0.6298836469650269, 0.7955878376960754], [0.6501893997192383, 0.7986673712730408], [0.6335789561271667, 0.8768653273582458], [0.6658722758293152, 0.878555953502655], [0.6262480020523071, 0.9552905559539795], [0.6667370796203613, 0.9610028862953186]]","[476, 125]",straight drive,"[3.502, 2.951, 1.993]","[3.843, 3.242, 1.516]","[0, 0, 0]"
75,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5807877779006958, 0.6124299764633179], [0.6113848090171814, 0.6150277256965637], [0.5718944072723389, 0.6645500659942627], [0.6154601573944092, 0.6694097518920898], [0.0, 0.0], [0.0, 0.0], [0.5803835988044739, 0.717802882194519], [0.6024813652038574, 0.7186307907104492], [0.5739833116531372, 0.7935007810592651], [0.6017870903015137, 0.7944822311401367], [0.5693048238754272, 0.8693512678146362], [0.6009884476661682, 0.8711144924163818]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6578616499900818, 0.6273794174194336], [0.6273032426834106, 0.6675156354904175], [0.6587291359901428, 0.672258734703064], [0.6112908124923706, 0.7164793014526367], [0.6592128276824951, 0.721774697303772], [0.0, 0.0], [0.6597080230712891, 0.7188225388526917], [0.6243525147438049, 0.7816396355628967], [0.6453928351402283, 0.7835381627082825], [0.630423903465271, 0.8679914474487305], [0.6523543000221252, 0.8697304725646973], [0.6288211941719055, 0.9507478475570679], [0.6499190926551819, 0.9550325274467468]]","[480, 134]",straight drive,"[3.506, 2.957, 1.986]","[3.729, 3.199, 1.644]","[0, 0, 0]"
76,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6153948307037354, 0.5639433264732361], [0.5897048711776733, 0.6037294864654541], [0.6185106039047241, 0.6063998937606812], [0.0, 0.0], [0.6222355961799622, 0.660502552986145], [0.0, 0.0], [0.0, 0.0], [0.5914161205291748, 0.7187317609786987], [0.6111895442008972, 0.7202882766723633], [0.5949269533157349, 0.8007838726043701], [0.612928032875061, 0.8017790913581848], [0.595482349395752, 0.8837312459945679], [0.6099475026130676, 0.8862812519073486]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.651712954044342, 0.6145632863044739], [0.6157189011573792, 0.6526755094528198], [0.652118444442749, 0.6582332253456116], [0.6030091047286987, 0.7076539993286133], [0.6537763476371765, 0.7152196168899536], [0.0, 0.0], [0.6571157574653625, 0.7281152606010437], [0.6159254908561707, 0.7695268988609314], [0.6396759748458862, 0.7727601528167725], [0.62553870677948, 0.8500508069992065], [0.6406067609786987, 0.8530831933021545], [0.6214319467544556, 0.9351499080657959], [0.6298666000366211, 0.9414216876029968]]","[480, 134]",straight drive,"[3.471, 2.862, 2.07]","[3.655, 3.14, 1.743]","[0, 0, 0]"
77,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6152894496917725, 0.5640867352485657], [0.5897195339202881, 0.6037577986717224], [0.6184468865394592, 0.6063402891159058], [0.0, 0.0], [0.6223028898239136, 0.6601906418800354], [0.0, 0.0], [0.0, 0.0], [0.5914983153343201, 0.7178257703781128], [0.6112322211265564, 0.7193451523780823], [0.594983696937561, 0.7992662787437439], [0.6130248308181763, 0.800225555896759], [0.5953501462936401, 0.8815892338752747], [0.6100276708602905, 0.8840740919113159]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.651492714881897, 0.6148862242698669], [0.6168684363365173, 0.6506730914115906], [0.6516862511634827, 0.6592423915863037], [0.604260265827179, 0.7015553116798401], [0.6535969972610474, 0.7142810225486755], [0.0, 0.0], [0.6566554307937622, 0.7300682067871094], [0.6166133284568787, 0.7676550149917603], [0.6392873525619507, 0.7721741795539856], [0.6244487166404724, 0.8490718603134155], [0.6381461024284363, 0.8531953692436218], [0.6237478852272034, 0.9331972599029541], [0.6299455761909485, 0.9410576820373535]]","[480, 134]",straight drive,"[3.504, 2.93, 2.0]","[3.572, 3.038, 1.874]","[0, 0, 0]"
78,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6247073411941528, 0.5635521411895752], [0.5960854291915894, 0.5998414754867554], [0.6292414665222168, 0.6052584648132324], [0.5861682891845703, 0.6510965824127197], [0.6344635486602783, 0.6618770956993103], [0.0, 0.0], [0.0, 0.0], [0.6042240858078003, 0.7227210402488708], [0.6253868341445923, 0.7266157269477844], [0.6093851327896118, 0.8199601173400879], [0.624347984790802, 0.8235965371131897], [0.6174882650375366, 0.9100096821784973], [0.6218217611312866, 0.916243851184845]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6384044289588928, 0.5974746942520142], [0.6072649955749512, 0.6360029578208923], [0.642051100730896, 0.6365504860877991], [0.5967866778373718, 0.6920484900474548], [0.6480067372322083, 0.6933294534683228], [0.0, 0.0], [0.6519160270690918, 0.711428165435791], [0.6118819117546082, 0.7595608830451965], [0.6340227127075195, 0.760913074016571], [0.6218503713607788, 0.8467033505439758], [0.6337350010871887, 0.8481475710868835], [0.6172292232513428, 0.9310776591300964], [0.6190317869186401, 0.933681309223175]]","[480, 134]",straight drive,"[3.505, 2.933, 1.998]","[3.572, 3.038, 1.873]","[0, 0, 0]"
79,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6247073411941528, 0.5635521411895752], [0.5960854291915894, 0.5998414754867554], [0.6292414665222168, 0.6052584648132324], [0.5861682891845703, 0.6510965824127197], [0.6344635486602783, 0.6618770956993103], [0.0, 0.0], [0.0, 0.0], [0.6042240858078003, 0.7227210402488708], [0.6253868341445923, 0.7266157269477844], [0.6093851327896118, 0.8199601173400879], [0.624347984790802, 0.8235965371131897], [0.6174882650375366, 0.9100096821784973], [0.6218217611312866, 0.916243851184845]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6398779153823853, 0.6052685379981995], [0.6056727170944214, 0.6451019048690796], [0.6427615880966187, 0.6509049534797668], [0.5907099843025208, 0.6979103684425354], [0.6475402116775513, 0.7069242596626282], [0.0, 0.0], [0.6485796570777893, 0.7199273705482483], [0.6064183712005615, 0.759294867515564], [0.6298046708106995, 0.7620559930801392], [0.6140274405479431, 0.8408653140068054], [0.6266117095947266, 0.8436017632484436], [0.6128793358802795, 0.9200120568275452], [0.6154729127883911, 0.9256141781806946]]","[494, 170]",straight drive,"[3.505, 2.933, 1.998]","[3.528, 2.964, 1.954]","[0, 0, 0]"
80,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6247073411941528, 0.5635521411895752], [0.5960854291915894, 0.5998414754867554], [0.6292414665222168, 0.6052584648132324], [0.5861682891845703, 0.6510965824127197], [0.6344635486602783, 0.6618770956993103], [0.0, 0.0], [0.0, 0.0], [0.6042240858078003, 0.7227210402488708], [0.6253868341445923, 0.7266157269477844], [0.6093851327896118, 0.8199601173400879], [0.624347984790802, 0.8235965371131897], [0.6174882650375366, 0.9100096821784973], [0.6218217611312866, 0.916243851184845]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6314646005630493, 0.6035290956497192], [0.5986033082008362, 0.6435192823410034], [0.6356310248374939, 0.6483513116836548], [0.5851590633392334, 0.6965118646621704], [0.6431887745857239, 0.702941358089447], [0.0, 0.0], [0.646175742149353, 0.7237838506698608], [0.597844660282135, 0.7494850158691406], [0.6234146356582642, 0.7526640892028809], [0.6136791110038757, 0.7875071167945862], [0.6470713019371033, 0.7903228998184204], [0.5998040437698364, 0.8622926473617554], [0.6376534700393677, 0.8682993650436401]]","[499, 186]",tight_straight drive,"[3.505, 2.933, 1.998]","[3.516, 2.941, 1.979]","[0, 0, 0]"
81,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6517878770828247, 0.5820900201797485], [0.6369003057479858, 0.6240466833114624], [0.6494890451431274, 0.6264762878417969], [0.0, 0.0], [0.6498297452926636, 0.6849512457847595], [0.0, 0.0], [0.66038978099823, 0.7162655591964722], [0.6374091506004333, 0.728218674659729], [0.647248387336731, 0.7301371097564697], [0.6410484910011292, 0.7968401312828064], [0.6563951969146729, 0.7988721132278442], [0.6329784393310547, 0.8650544285774231], [0.6518614888191223, 0.8683105707168579]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6083531975746155, 0.6038716435432434], [0.6246435642242432, 0.6089295148849487], [0.5920660495758057, 0.6451818943023682], [0.6292031407356262, 0.6528710126876831], [0.5721086263656616, 0.6927064657211304], [0.6388281583786011, 0.7060370445251465], [0.5708052515983582, 0.7277559041976929], [0.6395640969276428, 0.739223837852478], [0.5901914834976196, 0.7542667984962463], [0.6136225461959839, 0.7583028078079224], [0.5937579870223999, 0.8291704058647156], [0.6120262145996094, 0.8336001634597778], [0.590726375579834, 0.8984352946281433], [0.6014060378074646, 0.9054585695266724]]","[504, 202]",tight_straight drive,"[3.545, 3.0, 1.921]","[3.632, 3.143, 1.772]","[0, 0, 0]"
82,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6544584631919861, 0.583332896232605], [0.6370893716812134, 0.617018461227417], [0.651241660118103, 0.6227160096168518], [0.0, 0.0], [0.6583955883979797, 0.676711916923523], [0.0, 0.0], [0.667871356010437, 0.7008818984031677], [0.6318949460983276, 0.7279831767082214], [0.645227313041687, 0.731396496295929], [0.6319173574447632, 0.8043492436408997], [0.6683310270309448, 0.8062778115272522], [0.6194511651992798, 0.8797569870948792], [0.6729158163070679, 0.8858312964439392]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6217438578605652, 0.6110044121742249], [0.5915234684944153, 0.6433908343315125], [0.6240335702896118, 0.6513397097587585], [0.568256676197052, 0.6907010674476624], [0.6287304162979126, 0.7026552557945251], [0.5657919645309448, 0.7141731977462769], [0.6274861097335815, 0.7237325310707092], [0.5827417373657227, 0.7501524090766907], [0.6039518713951111, 0.7531818747520447], [0.5780014991760254, 0.8242007493972778], [0.6031625270843506, 0.8277901411056519], [0.5649617314338684, 0.895747721195221], [0.587396502494812, 0.9032366275787354]]","[510, 221]",tight_straight drive,"[3.699, 3.207, 1.679]","[3.464, 2.827, 2.093]","[0, 0, 0]"
83,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6543639898300171, 0.5831455588340759], [0.6370855569839478, 0.6171395182609558], [0.651211678981781, 0.6227693557739258], [0.0, 0.0], [0.658614993095398, 0.6767212152481079], [0.0, 0.0], [0.668325662612915, 0.7005324363708496], [0.632002592086792, 0.7283098101615906], [0.6453055143356323, 0.7317107915878296], [0.6320347189903259, 0.8047085404396057], [0.668343186378479, 0.8066271543502808], [0.6194536685943604, 0.8802279829978943], [0.6727296710014343, 0.8862950801849365]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6217440962791443, 0.6110907793045044], [0.5914422273635864, 0.6435797810554504], [0.6240609884262085, 0.6515615582466125], [0.5683295130729675, 0.690700113773346], [0.6290368437767029, 0.7027925252914429], [0.5660790205001831, 0.713739275932312], [0.6281890273094177, 0.7235932946205139], [0.5827588438987732, 0.7501592040061951], [0.6040297150611877, 0.7532131671905518], [0.5781107544898987, 0.8241008520126343], [0.6033214330673218, 0.8276885151863098], [0.5648425221443176, 0.8956900835037231], [0.587368369102478, 0.9032281637191772]]","[510, 221]",tight_straight drive,"[3.795, 3.254, 1.566]","[3.41, 2.664, 2.239]","[0, 0, 0]"
84,"[[0.670922040939331, 0.5953368544578552], [0.0, 0.0], [0.6684249043464661, 0.5879034996032715], [0.0, 0.0], [0.6600948572158813, 0.5913540124893188], [0.6484391093254089, 0.6280961632728577], [0.6540933847427368, 0.6326444745063782], [0.0, 0.0], [0.654448926448822, 0.6893163919448853], [0.0, 0.0], [0.662114679813385, 0.7206266522407532], [0.6419297456741333, 0.7377405762672424], [0.6511915922164917, 0.7408387660980225], [0.6355687379837036, 0.8136973977088928], [0.6770013570785522, 0.8153600692749023], [0.6180452108383179, 0.8848471641540527], [0.684199333190918, 0.8907861709594727]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6155381202697754, 0.6201586723327637], [0.5829571485519409, 0.6528825759887695], [0.6175087690353394, 0.6617554426193237], [0.5603563189506531, 0.6930397748947144], [0.622817873954773, 0.7076436281204224], [0.5564485192298889, 0.7158350348472595], [0.6204351782798767, 0.7283653020858765], [0.577688992023468, 0.7512317299842834], [0.5990437269210815, 0.7554556131362915], [0.573797345161438, 0.8253145217895508], [0.5897470712661743, 0.829677939414978], [0.5636271238327026, 0.8932514786720276], [0.5705522894859314, 0.9019046425819397]]","[510, 221]",tight_straight drive,"[3.794, 3.253, 1.567]","[3.41, 2.664, 2.239]","[0, 0, 0]"
85,"[[0.6787422895431519, 0.5980057120323181], [0.0, 0.0], [0.6756115555763245, 0.590787947177887], [0.0, 0.0], [0.6665066480636597, 0.5947895646095276], [0.6586024761199951, 0.6310551762580872], [0.66124427318573, 0.6359885334968567], [0.6692562103271484, 0.6801390051841736], [0.6664451956748962, 0.6890340447425842], [0.0, 0.0], [0.6785588264465332, 0.7083583474159241], [0.6500025987625122, 0.736961305141449], [0.6574365496635437, 0.7403713464736938], [0.6398657560348511, 0.8181393146514893], [0.6847984790802002, 0.8204097151756287], [0.6224343776702881, 0.8933297991752625], [0.6935967803001404, 0.8997944593429565]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5948177576065063, 0.6168717741966248], [0.6071882247924805, 0.6228315830230713], [0.5770581960678101, 0.6523842215538025], [0.6086886525154114, 0.6609704494476318], [0.5519298315048218, 0.69450443983078], [0.6132769584655762, 0.7077345848083496], [0.5444718599319458, 0.7228094339370728], [0.6100817322731018, 0.7356370091438293], [0.5693114995956421, 0.7510116696357727], [0.5895799994468689, 0.7548693418502808], [0.562442421913147, 0.8252760767936707], [0.5856242179870605, 0.8292717933654785], [0.5471779108047485, 0.8926373720169067], [0.5666685104370117, 0.9011067748069763]]","[510, 221]",tight_straight drive,"[3.852, 3.267, 1.507]","[3.349, 2.41, 2.452]","[0, 0, 0]"
