Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
137,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6425811052322388, 0.6110314726829529], [0.0, 0.0], [0.6384882926940918, 0.6604374647140503], [0.6747901439666748, 0.6616538763046265], [0.619020402431488, 0.7241082787513733], [0.6835638284683228, 0.7186472415924072], [0.6200705766677856, 0.7653385400772095], [0.6759949922561646, 0.7259915471076965], [0.6329166293144226, 0.7743010520935059], [0.662390947341919, 0.7733543515205383], [0.6103419661521912, 0.8400853276252747], [0.6687525510787964, 0.8484742045402527], [0.587272584438324, 0.9229859113693237], [0.6735680103302002, 0.9360144734382629]]","[[0.3961864113807678, 0.6274629235267639], [0.3977011442184448, 0.6184942126274109], [0.0, 0.0], [0.405007541179657, 0.6176962852478027], [0.0, 0.0], [0.42267218232154846, 0.647794246673584], [0.4153861999511719, 0.6513577103614807], [0.43393969535827637, 0.7073463201522827], [0.41316133737564087, 0.7072169184684753], [0.41909059882164, 0.739483654499054], [0.3988312780857086, 0.7318531274795532], [0.4440061151981354, 0.733823299407959], [0.43967121839523315, 0.7347848415374756], [0.42938128113746643, 0.7795448899269104], [0.4223553538322449, 0.779386043548584], [0.45065799355506897, 0.8559375405311584], [0.43973588943481445, 0.8501586318016052]]","[350, 127]",crosscourt drive,"[3.774, 3.228, 1.592]","[3.036, 2.526, 2.367]","[0, 0, 0]"
138,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6362403631210327, 0.6064556241035461], [0.6529213786125183, 0.607301652431488], [0.6267253160476685, 0.6531890630722046], [0.6653120517730713, 0.6529180407524109], [0.6153767704963684, 0.7120174765586853], [0.6758007407188416, 0.7087171077728271], [0.6123360395431519, 0.7437664270401001], [0.6699477434158325, 0.7418403029441833], [0.6244083642959595, 0.76701819896698], [0.6545100808143616, 0.7657384872436523], [0.6050867438316345, 0.8446604609489441], [0.6646775603294373, 0.8437570333480835], [0.5934156775474548, 0.9243485331535339], [0.676125168800354, 0.9225600361824036]]","[[0.3876078724861145, 0.6333426833152771], [0.3890449106693268, 0.6238694787025452], [0.0, 0.0], [0.39697524905204773, 0.6203336715698242], [0.0, 0.0], [0.4144330620765686, 0.6492173671722412], [0.40900230407714844, 0.6531397700309753], [0.4266177713871002, 0.7060052752494812], [0.41124096512794495, 0.7056818008422852], [0.41146692633628845, 0.7323620915412903], [0.3957028388977051, 0.7317733764648438], [0.43442201614379883, 0.7346878051757812], [0.4276905655860901, 0.7349550724029541], [0.4290482997894287, 0.7886969447135925], [0.4014788568019867, 0.7877651453018188], [0.4628913402557373, 0.845849871635437], [0.41238659620285034, 0.843113124370575]]","[350, 127]",crosscourt drive,"[3.774, 3.228, 1.592]","[3.031, 2.549, 2.349]","[0, 0, 0]"
139,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6273835897445679, 0.6015926599502563], [0.643995463848114, 0.603082001209259], [0.6168320775032043, 0.6472375988960266], [0.6555950045585632, 0.648774266242981], [0.6063698530197144, 0.6995382308959961], [0.6672499775886536, 0.7012324929237366], [0.6094253063201904, 0.7271680235862732], [0.6668598055839539, 0.7277000546455383], [0.6177195906639099, 0.7541291117668152], [0.6467204093933105, 0.7542808651924133], [0.6030696630477905, 0.8290265202522278], [0.6532649397850037, 0.8297590613365173], [0.594481348991394, 0.9035528302192688], [0.6610778570175171, 0.9038862586021423]]","[[0.37815067172050476, 0.6350087523460388], [0.379415363073349, 0.6275836229324341], [0.0, 0.0], [0.38403481245040894, 0.6288213133811951], [0.0, 0.0], [0.3929370641708374, 0.6567725539207458], [0.4099080562591553, 0.6494713425636292], [0.3996686339378357, 0.71791011095047], [0.4189372658729553, 0.7057762145996094], [0.38547375798225403, 0.7460274696350098], [0.40558186173439026, 0.7349163293838501], [0.42191505432128906, 0.7286503911018372], [0.43660396337509155, 0.7246458530426025], [0.392983615398407, 0.7955170273780823], [0.42531251907348633, 0.7859033346176147], [0.4088062644004822, 0.852349579334259], [0.45302385091781616, 0.8340830206871033]]","[162, 275]",wide_crosscourt lob,"[3.793, 3.239, 1.57]","[2.922, 2.9, 2.044]","[0, 0, 0]"
140,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6199013590812683, 0.5962457060813904], [0.63564532995224, 0.5992976427078247], [0.605851948261261, 0.6418384313583374], [0.6460777521133423, 0.6463007926940918], [0.5931839942932129, 0.6935098171234131], [0.6598090529441833, 0.7005171179771423], [0.6023831367492676, 0.7170844078063965], [0.6653963327407837, 0.7201735377311707], [0.6077911853790283, 0.752270519733429], [0.6378369927406311, 0.7541840672492981], [0.592237114906311, 0.8304613828659058], [0.6464170217514038, 0.8330086469650269], [0.5844022035598755, 0.9126628637313843], [0.6553897261619568, 0.9157255291938782]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3707639276981354, 0.6396353244781494], [0.0, 0.0], [0.38127410411834717, 0.6700875163078308], [0.4021602272987366, 0.6546745896339417], [0.3882122337818146, 0.7104790806770325], [0.4217650890350342, 0.6837612390518188], [0.3751968741416931, 0.7269108891487122], [0.4171256422996521, 0.701824963092804], [0.4021715223789215, 0.753432035446167], [0.4162396788597107, 0.7454279661178589], [0.3911253809928894, 0.8081938028335571], [0.4077620506286621, 0.7996281385421753], [0.4000575542449951, 0.8609775304794312], [0.41609305143356323, 0.8457011580467224]]","[162, 275]",wide_crosscourt lob,"[3.728, 3.213, 1.645]","[3.073, 2.374, 2.496]","[0, 0, 0]"
141,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6096488833427429, 0.5886521935462952], [0.6262429356575012, 0.5907025337219238], [0.5970780849456787, 0.6356498003005981], [0.6371637582778931, 0.6378685832023621], [0.5835599303245544, 0.6904138326644897], [0.6526995897293091, 0.693265974521637], [0.5857680439949036, 0.7146475911140442], [0.6551812291145325, 0.7164260149002075], [0.599115252494812, 0.7485044002532959], [0.6279164552688599, 0.7495875954627991], [0.5930546522140503, 0.8237927556037903], [0.6376315355300903, 0.825227677822113], [0.5887092351913452, 0.9078437089920044], [0.6437963247299194, 0.9089547991752625]]","[[0.3662540912628174, 0.6540730595588684], [0.36636966466903687, 0.6473867893218994], [0.0, 0.0], [0.36668920516967773, 0.6458448767662048], [0.0, 0.0], [0.37668269872665405, 0.6740981936454773], [0.3856145143508911, 0.6683918237686157], [0.383758008480072, 0.723478376865387], [0.3945181369781494, 0.7160466313362122], [0.37514394521713257, 0.7500554323196411], [0.38434019684791565, 0.743169903755188], [0.3995639979839325, 0.7607359886169434], [0.4057648777961731, 0.7579538226127625], [0.38834935426712036, 0.8125777244567871], [0.3942407965660095, 0.8093309998512268], [0.39869779348373413, 0.8748506307601929], [0.4015072286128998, 0.8670538067817688]]","[162, 275]",wide_crosscourt lob,"[3.695, 3.185, 1.687]","[2.938, 2.858, 2.082]","[0, 0, 0]"
142,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6028318405151367, 0.5824158191680908], [0.6164475083351135, 0.5845221877098083], [0.5890753865242004, 0.6287315487861633], [0.6306511163711548, 0.6321440935134888], [0.570621132850647, 0.6807798743247986], [0.6496540904045105, 0.686348021030426], [0.5695739388465881, 0.7144569158554077], [0.6548067331314087, 0.7175629734992981], [0.5962596535682678, 0.7414935827255249], [0.6240842342376709, 0.7438669204711914], [0.5904918313026428, 0.8202245235443115], [0.6289414167404175, 0.8232685327529907], [0.5903723239898682, 0.9033847451210022], [0.6326861381530762, 0.9060571193695068]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.35281816124916077, 0.6565210819244385], [0.0, 0.0], [0.35802632570266724, 0.6819724440574646], [0.38586124777793884, 0.6700646281242371], [0.35924509167671204, 0.723738968372345], [0.40519237518310547, 0.7100178003311157], [0.3585216999053955, 0.7490355372428894], [0.40656742453575134, 0.7335782647132874], [0.38787931203842163, 0.7605865597724915], [0.4068235754966736, 0.7563017010688782], [0.3748120665550232, 0.8189777731895447], [0.4004826545715332, 0.8143105506896973], [0.38379544019699097, 0.8700487613677979], [0.4103538393974304, 0.8591256141662598]]","[162, 275]",wide_crosscourt lob,"[3.644, 3.14, 1.757]","[2.885, 2.965, 1.973]","[0, 0, 0]"
143,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.602798581123352, 0.5822759866714478], [0.6163044571876526, 0.5843571424484253], [0.5891143083572388, 0.6286667585372925], [0.6305444836616516, 0.632006049156189], [0.5708719491958618, 0.6808095574378967], [0.6498368382453918, 0.6861318945884705], [0.5699440240859985, 0.7150779962539673], [0.6552703976631165, 0.7179228663444519], [0.5962899923324585, 0.7414175271987915], [0.6240309476852417, 0.7437454462051392], [0.5904742479324341, 0.8204235434532166], [0.629020094871521, 0.823395848274231], [0.5903948545455933, 0.9034119248390198], [0.6330148577690125, 0.9060200452804565]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3516915440559387, 0.656721293926239], [0.0, 0.0], [0.35704314708709717, 0.6834853887557983], [0.3865155279636383, 0.6687038540840149], [0.3579438030719757, 0.7262142896652222], [0.406649112701416, 0.7072635889053345], [0.35575950145721436, 0.7520970106124878], [0.40838584303855896, 0.7340390682220459], [0.38703230023384094, 0.7612007856369019], [0.4071226119995117, 0.7555475831031799], [0.37422728538513184, 0.8201370239257812], [0.40182775259017944, 0.8140795230865479], [0.3814215362071991, 0.8704962730407715], [0.4110971987247467, 0.8575949668884277]]","[162, 275]",wide_crosscourt lob,"[3.595, 3.082, 1.833]","[2.92, 2.895, 2.043]","[0, 0, 0]"
144,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5942333340644836, 0.580810010433197], [0.6088632941246033, 0.5818702578544617], [0.5800728797912598, 0.6243502497673035], [0.6212922930717468, 0.6279558539390564], [0.5628557205200195, 0.6727105379104614], [0.6397010087966919, 0.6819146871566772], [0.568727433681488, 0.7088496685028076], [0.6501282453536987, 0.7135551571846008], [0.5910471081733704, 0.735755980014801], [0.6176794767379761, 0.7386408448219299], [0.5846604108810425, 0.8154170513153076], [0.6167449951171875, 0.8193050622940063], [0.5860465168952942, 0.8994362950325012], [0.6167024374008179, 0.9032926559448242]]","[[0.35270947217941284, 0.67051100730896], [0.3527211844921112, 0.6638303399085999], [0.34946054220199585, 0.6650839447975159], [0.0, 0.0], [0.34681129455566406, 0.6634414196014404], [0.3645063638687134, 0.6741166710853577], [0.3453618884086609, 0.6903049945831299], [0.3951976001262665, 0.6763033270835876], [0.3492337763309479, 0.7306157350540161], [0.4136582911014557, 0.6672359108924866], [0.3520890772342682, 0.7568773627281189], [0.38443484902381897, 0.7569898962974548], [0.3734550476074219, 0.7658605575561523], [0.3751315474510193, 0.8144134283065796], [0.3700393736362457, 0.8211091160774231], [0.37988710403442383, 0.8603007793426514], [0.37781426310539246, 0.8708219528198242]]","[162, 275]",wide_crosscourt lob,"[3.597, 3.084, 1.83]","[2.922, 2.89, 2.049]","[0, 0, 0]"
145,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5863068699836731, 0.5771206617355347], [0.0, 0.0], [0.5780133008956909, 0.6168927550315857], [0.6140726804733276, 0.6116839647293091], [0.5582470893859863, 0.6661937236785889], [0.6313369870185852, 0.6689289808273315], [0.5478723049163818, 0.6899070143699646], [0.6445087790489197, 0.7153381109237671], [0.584544837474823, 0.7308974266052246], [0.6066513061523438, 0.7283847332000732], [0.5816386938095093, 0.8160296082496643], [0.5984336137771606, 0.8106963038444519], [0.5882378816604614, 0.903100311756134], [0.59878009557724, 0.8937975764274597]]","[[0.3412691652774811, 0.7040258049964905], [0.3420405983924866, 0.694545328617096], [0.0, 0.0], [0.34941184520721436, 0.6814099550247192], [0.0, 0.0], [0.36589545011520386, 0.6866246461868286], [0.34255725145339966, 0.7057783603668213], [0.393907368183136, 0.7059609293937683], [0.35178259015083313, 0.7515730261802673], [0.40718984603881836, 0.7391567826271057], [0.34863463044166565, 0.7919883131980896], [0.3863367438316345, 0.759826123714447], [0.36960211396217346, 0.768925130367279], [0.38416528701782227, 0.8243374228477478], [0.3557640612125397, 0.8319910764694214], [0.3931956887245178, 0.8828548789024353], [0.3542570173740387, 0.8922500610351562]]","[162, 275]",wide_crosscourt lob,"[3.527, 2.971, 1.955]","[2.783, 3.126, 1.794]","[0, 0, 0]"
146,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5808327794075012, 0.5735719203948975], [0.0, 0.0], [0.5688430070877075, 0.6146033406257629], [0.6066380739212036, 0.6146284341812134], [0.544172465801239, 0.6598750948905945], [0.6229385733604431, 0.6712832450866699], [0.5407387614250183, 0.6890051364898682], [0.6399189233779907, 0.7097258567810059], [0.5717106461524963, 0.7268025875091553], [0.5940145254135132, 0.7253068685531616], [0.572404682636261, 0.8126789331436157], [0.587134063243866, 0.8118486404418945], [0.5853321552276611, 0.8925039768218994], [0.5924603939056396, 0.8926898241043091]]","[[0.3306993842124939, 0.696307361125946], [0.33019402623176575, 0.6870312094688416], [0.32503658533096313, 0.6903187036514282], [0.0, 0.0], [0.0, 0.0], [0.3570408225059509, 0.6922135949134827], [0.3304036855697632, 0.7010751366615295], [0.37885719537734985, 0.7272666096687317], [0.3316604495048523, 0.7406158447265625], [0.3905159533023834, 0.7610644698143005], [0.33531421422958374, 0.7530607581138611], [0.3752197325229645, 0.7674211859703064], [0.3571407198905945, 0.771330714225769], [0.35778528451919556, 0.8277674913406372], [0.34103789925575256, 0.8309480547904968], [0.3429282307624817, 0.8818045854568481], [0.32522720098495483, 0.8845975995063782]]","[95, 286]",wide_crosscourt lob,"[3.456, 2.811, 2.11]","[2.683, 3.211, 1.658]","[0, 0, 0]"
147,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5715118050575256, 0.5702204704284668], [0.5885573625564575, 0.57356196641922], [0.5581995248794556, 0.6143700480461121], [0.6000277400016785, 0.6195293068885803], [0.5385046005249023, 0.66452956199646], [0.6246992349624634, 0.6715561151504517], [0.5360852479934692, 0.6992478966712952], [0.6341406106948853, 0.7019532918930054], [0.5648599863052368, 0.7261472344398499], [0.5893481969833374, 0.7284877300262451], [0.5678666830062866, 0.8095631003379822], [0.5832144618034363, 0.8122629523277283], [0.581770122051239, 0.8873965740203857], [0.5844950675964355, 0.8900748491287231]]","[[0.32894667983055115, 0.6952243447303772], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3225352466106415, 0.690841019153595], [0.3341396152973175, 0.7183090448379517], [0.3346247673034668, 0.71761155128479], [0.35426050424575806, 0.7415190935134888], [0.3526151776313782, 0.7414209246635437], [0.373268723487854, 0.760627806186676], [0.36079543828964233, 0.7447397112846375], [0.35547274351119995, 0.7978594303131104], [0.35917928814888, 0.8000862002372742], [0.35117825865745544, 0.8542076945304871], [0.37587931752204895, 0.85545414686203], [0.33895501494407654, 0.9105501770973206], [0.37694254517555237, 0.9100062251091003]]","[84, 292]",wide_crosscourt drive,"[3.432, 2.74, 2.174]","[2.532, 3.275, 1.491]","[0, 0, 0]"
148,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5670719742774963, 0.5713170170783997], [0.582349419593811, 0.5748432874679565], [0.5529721975326538, 0.6135975122451782], [0.5922006964683533, 0.6198686957359314], [0.5323747992515564, 0.6591551303863525], [0.6142112016677856, 0.6708104610443115], [0.5349172353744507, 0.6918346881866455], [0.6273329257965088, 0.6970201134681702], [0.5616711974143982, 0.7224332094192505], [0.5845796465873718, 0.7258498072624207], [0.5608081221580505, 0.8023709654808044], [0.5756896138191223, 0.8065703511238098], [0.5719802379608154, 0.8780708909034729], [0.5735618472099304, 0.8825864195823669]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.32055872678756714, 0.7062161564826965], [0.31279081106185913, 0.7410932779312134], [0.3299865126609802, 0.7231013774871826], [0.32821592688560486, 0.7787572145462036], [0.3487895131111145, 0.7556323409080505], [0.3407544195652008, 0.788330078125], [0.3642575442790985, 0.7635999321937561], [0.3382244110107422, 0.8215424418449402], [0.3493397533893585, 0.8141690492630005], [0.31942126154899597, 0.8887242078781128], [0.32951417565345764, 0.881047248840332], [0.3115887939929962, 0.9294580817222595], [0.3182699680328369, 0.9160361289978027]]","[74, 297]",wide_crosscourt drive,"[3.402, 2.641, 2.261]","[2.796, 3.093, 1.818]","[0, 0, 0]"
149,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5670822262763977, 0.5713618993759155], [0.5823568105697632, 0.5748901963233948], [0.5529236793518066, 0.6136319637298584], [0.5921957492828369, 0.6199244856834412], [0.532292902469635, 0.6590588688850403], [0.6141915917396545, 0.6708027124404907], [0.534893274307251, 0.6919610500335693], [0.627326488494873, 0.6972196102142334], [0.5616446733474731, 0.7222535610198975], [0.5845831632614136, 0.7256935834884644], [0.5607786178588867, 0.8021044135093689], [0.5757121443748474, 0.8063315749168396], [0.5718408226966858, 0.8777652978897095], [0.5734835863113403, 0.8823211789131165]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3203662037849426, 0.7048751711845398], [0.3125409781932831, 0.7403732538223267], [0.32961124181747437, 0.7226720452308655], [0.32745012640953064, 0.7786411643028259], [0.34795889258384705, 0.7560334801673889], [0.3404363691806793, 0.7883835434913635], [0.36368826031684875, 0.7639840245246887], [0.33844906091690063, 0.8215000629425049], [0.34962567687034607, 0.8143953680992126], [0.3194538354873657, 0.8886477947235107], [0.33069929480552673, 0.8811926245689392], [0.31189292669296265, 0.9289188981056213], [0.32054680585861206, 0.9158098697662354]]","[74, 297]",straight drive,"[3.363, 2.489, 2.39]","[2.516, 3.263, 1.476]","[0, 0, 0]"
150,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5594300627708435, 0.5722509622573853], [0.0, 0.0], [0.5494455099105835, 0.6101927757263184], [0.5862454175949097, 0.6126707196235657], [0.5264558792114258, 0.653759777545929], [0.6023929715156555, 0.6661722660064697], [0.5201997756958008, 0.6857836246490479], [0.616434633731842, 0.6983100175857544], [0.5551820993423462, 0.7196560502052307], [0.5743759274482727, 0.7193483710289001], [0.5608537793159485, 0.7976407408714294], [0.5567833185195923, 0.7987779378890991], [0.5767327547073364, 0.8703840374946594], [0.5473975539207458, 0.8694843053817749]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.31544801592826843, 0.746981143951416], [0.31030091643333435, 0.7488815188407898], [0.338940292596817, 0.7821450233459473], [0.3294948637485504, 0.791009783744812], [0.35438621044158936, 0.7750322818756104], [0.34504976868629456, 0.7764686346054077], [0.33219295740127563, 0.8283800482749939], [0.32869768142700195, 0.830696165561676], [0.3286810517311096, 0.868074357509613], [0.32783058285713196, 0.8696580529212952], [0.31937915086746216, 0.906665563583374], [0.3176182806491852, 0.9079943895339966]]","[78, 298]",tight_straight drive,"[3.363, 2.489, 2.391]","[2.527, 3.262, 1.488]","[0, 0, 0]"
151,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5525363683700562, 0.5727196931838989], [0.5677512884140015, 0.5731956362724304], [0.5438350439071655, 0.61091548204422], [0.580899715423584, 0.6126534938812256], [0.5229586362838745, 0.6574243307113647], [0.5971105694770813, 0.6680314540863037], [0.516605019569397, 0.6864517331123352], [0.6104817390441895, 0.6978209018707275], [0.5499712228775024, 0.7216162085533142], [0.5697314739227295, 0.7204760909080505], [0.5516408681869507, 0.8026723265647888], [0.5487369298934937, 0.8027631044387817], [0.5729590654373169, 0.8782342076301575], [0.5462285876274109, 0.8776941299438477]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.28955286741256714, 0.7546055316925049], [0.287504643201828, 0.7787505984306335], [0.2896900475025177, 0.7800614237785339], [0.3092910647392273, 0.8143424391746521], [0.29958775639533997, 0.8155961632728577], [0.3297184705734253, 0.8291627764701843], [0.3131018877029419, 0.8322166204452515], [0.3193793296813965, 0.8533060550689697], [0.321738064289093, 0.8601285219192505], [0.34218305349349976, 0.8296653628349304], [0.34349438548088074, 0.8328712582588196], [0.37297555804252625, 0.8684357404708862], [0.3765445351600647, 0.8738256692886353]]","[81, 301]",tight_straight drive,"[3.279, 1.996, 2.787]","[2.507, 3.267, 1.467]","[0, 0, 0]"
152,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5435429811477661, 0.574065625667572], [0.5619586706161499, 0.57151198387146], [0.5356878042221069, 0.6141945123672485], [0.5756440758705139, 0.6094546914100647], [0.5161780714988708, 0.6665407419204712], [0.5947098135948181, 0.6633960008621216], [0.5088531970977783, 0.6865732669830322], [0.6061891317367554, 0.7015405297279358], [0.5465327501296997, 0.7219454646110535], [0.5705100297927856, 0.7197753190994263], [0.5339607000350952, 0.7944504022598267], [0.5486833453178406, 0.7914074659347534], [0.5535892248153687, 0.8658389449119568], [0.559323787689209, 0.8634945154190063]]","[[0.2799213230609894, 0.766478419303894], [0.2811145484447479, 0.7583598494529724], [0.27470871806144714, 0.7622627019882202], [0.2836386561393738, 0.7588979005813599], [0.2670462429523468, 0.7692556381225586], [0.29204005002975464, 0.777402937412262], [0.2657177448272705, 0.8025649785995483], [0.31891441345214844, 0.777689516544342], [0.2637244462966919, 0.8363243937492371], [0.3411056399345398, 0.7799124121665955], [0.2661593556404114, 0.8521839380264282], [0.3089686930179596, 0.8358043432235718], [0.2914242744445801, 0.8502171039581299], [0.32894453406333923, 0.8520128130912781], [0.30772310495376587, 0.8642717003822327], [0.33458399772644043, 0.881069540977478], [0.31444862484931946, 0.8990854620933533]]","[85, 304]",tight_straight drive,"[3.274, 1.943, 2.827]","[2.779, 3.13, 1.788]","[0, 0, 0]"
153,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5387559533119202, 0.5723153352737427], [0.555730938911438, 0.5699520707130432], [0.5306450128555298, 0.6141390204429626], [0.5698713064193726, 0.6094211339950562], [0.5117014646530151, 0.6680437922477722], [0.5885090827941895, 0.6657052636146545], [0.5050663948059082, 0.6856673359870911], [0.6009448170661926, 0.6999820470809937], [0.5376057624816895, 0.7204917073249817], [0.561467170715332, 0.7175170183181763], [0.5234910249710083, 0.7886673212051392], [0.5403899550437927, 0.7850272059440613], [0.5405876040458679, 0.8582295775413513], [0.5488823056221008, 0.8545703291893005]]","[[0.27044183015823364, 0.7908335328102112], [0.2711150646209717, 0.7827118039131165], [0.26706960797309875, 0.7869294285774231], [0.0, 0.0], [0.0, 0.0], [0.2877293825149536, 0.7802407145500183], [0.2598232328891754, 0.8063822984695435], [0.31477516889572144, 0.782008171081543], [0.2505393922328949, 0.8402513265609741], [0.33226001262664795, 0.797756016254425], [0.2373592108488083, 0.8777214288711548], [0.31162989139556885, 0.8402978777885437], [0.2932567000389099, 0.8539130091667175], [0.32071906328201294, 0.8672534227371216], [0.29298311471939087, 0.878080427646637], [0.34154319763183594, 0.8882905840873718], [0.308886855840683, 0.9034132361412048]]","[88, 309]",tight_straight drive,"[3.317, 2.272, 2.57]","[2.484, 3.271, 1.445]","[0, 0, 0]"
154,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.533726692199707, 0.5666994452476501], [0.0, 0.0], [0.525482177734375, 0.609020471572876], [0.5637778043746948, 0.6102845072746277], [0.5093120336532593, 0.6615814566612244], [0.5773684978485107, 0.6633802056312561], [0.5015980005264282, 0.689283013343811], [0.0, 0.0], [0.5297344326972961, 0.7171297669410706], [0.5536898970603943, 0.716391921043396], [0.5182341933250427, 0.7751845717430115], [0.5383607149124146, 0.7749007344245911], [0.5300701856613159, 0.8412699103355408], [0.544187068939209, 0.8398684859275818]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.27197277545928955, 0.8069779872894287], [0.24017266929149628, 0.8727800250053406], [0.28302615880966187, 0.8700894117355347], [0.22927165031433105, 0.9256188869476318], [0.29877573251724243, 0.919832170009613], [0.0, 0.0], [0.0, 0.0], [0.2417001724243164, 0.9839596152305603], [0.2696409821510315, 0.9831314086914062], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[93, 314]",tight_straight drive,"[3.286, 2.079, 2.724]","[2.456, 3.267, 1.42]","[0, 0, 0]"
155,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.533715546131134, 0.5667083859443665], [0.0, 0.0], [0.5255522727966309, 0.6090050339698792], [0.5638527870178223, 0.6101820468902588], [0.5094479918479919, 0.6615424156188965], [0.5773981809616089, 0.663172721862793], [0.5016595721244812, 0.6890568137168884], [0.0, 0.0], [0.5298709869384766, 0.7171424031257629], [0.5538461804389954, 0.7163447141647339], [0.5182178020477295, 0.7749627232551575], [0.5384410619735718, 0.7746188640594482], [0.5300847291946411, 0.8412750363349915], [0.5443653464317322, 0.8397833704948425]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2719700038433075, 0.8073116540908813], [0.2407950609922409, 0.8725706338882446], [0.2832639813423157, 0.8694432377815247], [0.22940650582313538, 0.9252870082855225], [0.29856395721435547, 0.9188566207885742], [0.0, 0.0], [0.0, 0.0], [0.24199342727661133, 0.983081042766571], [0.26963871717453003, 0.9817987084388733], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[93, 314]",tight_straight drive,"[3.275, 2.03, 2.765]","[2.356, 6.0, 1.288]","[0, 0, 0]"
156,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.527628481388092, 0.5606345534324646], [0.0, 0.0], [0.519289493560791, 0.6028386354446411], [0.5589438080787659, 0.6031342148780823], [0.5037020444869995, 0.653143584728241], [0.5764307379722595, 0.6522411704063416], [0.49645549058914185, 0.6683401465415955], [0.5746718645095825, 0.6678077578544617], [0.5249260663986206, 0.7071350812911987], [0.5502613186836243, 0.7059255242347717], [0.5095762610435486, 0.7596797347068787], [0.5359273552894592, 0.7586011290550232], [0.5180221796035767, 0.8351369500160217], [0.5423846244812012, 0.8332511186599731]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.25521156191825867, 0.8145830035209656], [0.0, 0.0], [0.26909929513931274, 0.8399592638015747], [0.2782860994338989, 0.8323237299919128], [0.2735625207424164, 0.8474727869033813], [0.29934850335121155, 0.8450919985771179], [0.2668309211730957, 0.8403223752975464], [0.2990238070487976, 0.850968599319458], [0.30061250925064087, 0.8873303532600403], [0.3049356937408447, 0.8846129775047302], [0.28771528601646423, 0.9026718735694885], [0.2955000102519989, 0.8978351950645447], [0.0, 0.0], [0.0, 0.0]]","[93, 314]",tight_straight drive,"[3.275, 2.034, 2.762]","[2.356, 6.0, 1.288]","[0, 0, 0]"
