Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position,Who Hit the Ball
40,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3987712562084198, 0.36485350131988525], [0.412641704082489, 0.3614402711391449], [0.39544954895973206, 0.3986992835998535], [0.4234364926815033, 0.3938165009021759], [0.3881619870662689, 0.44788429141044617], [0.43305015563964844, 0.44218164682388306], [0.3835632801055908, 0.483140230178833], [0.42621034383773804, 0.4801245927810669], [0.4101547300815582, 0.48731109499931335], [0.43065327405929565, 0.4853968620300293], [0.4028865694999695, 0.5470440983772278], [0.4360044598579407, 0.5449976325035095], [0.40847334265708923, 0.6090987324714661], [0.44961777329444885, 0.6045866012573242]]","[[0.679598331451416, 0.35991325974464417], [0.0, 0.0], [0.6780543327331543, 0.35576310753822327], [0.0, 0.0], [0.6725592017173767, 0.35861265659332275], [0.6497199535369873, 0.3764529824256897], [0.6705926656723022, 0.3854173421859741], [0.6373797655105591, 0.4024425446987152], [0.6788801550865173, 0.41301584243774414], [0.6452154517173767, 0.4001539945602417], [0.6903610229492188, 0.4068099558353424], [0.638224720954895, 0.4490208029747009], [0.6545155644416809, 0.45271551609039307], [0.6285790205001831, 0.5025565028190613], [0.6679311394691467, 0.5056204795837402], [0.6152334809303284, 0.5481100678443909], [0.6693365573883057, 0.5554588437080383]]","[454, 121]",tight_straight lob,"[np.float64(5.556), np.float64(1.684), np.float64(0.227)]","[np.float64(5.759), np.float64(1.321), np.float64(0.178)]","[np.float64(5.289), np.float64(2.337), np.float64(0.314)]",2 hit the ball
41,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3956432342529297, 0.36443760991096497], [0.4115353226661682, 0.36108338832855225], [0.3914739191532135, 0.399466335773468], [0.4211108684539795, 0.3947027921676636], [0.38618993759155273, 0.4443536102771759], [0.43045106530189514, 0.4375084638595581], [0.38378769159317017, 0.46396222710609436], [0.42630648612976074, 0.4594292938709259], [0.4047014117240906, 0.486054390668869], [0.42646074295043945, 0.4845176637172699], [0.4018724858760834, 0.545170783996582], [0.4328732490539551, 0.5434057116508484], [0.4089585840702057, 0.6072753667831421], [0.44745317101478577, 0.6028556227684021]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6700187921524048, 0.36149775981903076], [0.6465923190116882, 0.37690261006355286], [0.6657522916793823, 0.3862893879413605], [0.6330007314682007, 0.40394049882888794], [0.673628032207489, 0.417190819978714], [0.6442177891731262, 0.4103524088859558], [0.6897938251495361, 0.4184010326862335], [0.6335130929946899, 0.4516395628452301], [0.6488226056098938, 0.45637252926826477], [0.6246989369392395, 0.505172610282898], [0.6665881872177124, 0.5094512701034546], [0.6083611249923706, 0.5536068677902222], [0.6676978468894958, 0.5624264478683472]]","[454, 121]",tight_straight lob,"[np.float64(5.547), np.float64(1.703), np.float64(0.229)]","[np.float64(5.757), np.float64(1.324), np.float64(0.179)]","[np.float64(5.289), np.float64(2.337), np.float64(0.314)]",2 hit the ball
42,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3926883637905121, 0.3633792996406555], [0.40841808915138245, 0.3600429892539978], [0.38754841685295105, 0.39839473366737366], [0.4171977937221527, 0.3939896523952484], [0.38238152861595154, 0.4437504708766937], [0.4258497357368469, 0.43817338347435], [0.3825264573097229, 0.46388354897499084], [0.4226378798484802, 0.4605609178543091], [0.40389975905418396, 0.48561739921569824], [0.42576608061790466, 0.48523449897766113], [0.4047378599643707, 0.5490471720695496], [0.43719902634620667, 0.5483818650245667], [0.4115132689476013, 0.6120273470878601], [0.4519055485725403, 0.608685314655304]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6680222153663635, 0.3628902733325958], [0.6425153613090515, 0.379622220993042], [0.6632972359657288, 0.3879929482936859], [0.6309892535209656, 0.4104704260826111], [0.6732112169265747, 0.4219556152820587], [0.6469963788986206, 0.4214695692062378], [0.6926065683364868, 0.42721253633499146], [0.6304463148117065, 0.45544350147247314], [0.6468343138694763, 0.4599612355232239], [0.6241893172264099, 0.5063480138778687], [0.6659019589424133, 0.5101655721664429], [0.6078029870986938, 0.5554748773574829], [0.6663810610771179, 0.5639035701751709]]","[457, 128]",tight_straight lob,"[np.float64(5.528), np.float64(1.74), np.float64(0.234)]","[np.float64(5.769), np.float64(1.299), np.float64(0.175)]","[np.float64(5.327), np.float64(2.253), np.float64(0.303)]",2 hit the ball
43,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.390849769115448, 0.36179953813552856], [0.4068659842014313, 0.35909026861190796], [0.3852628171443939, 0.3970554769039154], [0.41474923491477966, 0.3936957120895386], [0.38196492195129395, 0.440818190574646], [0.4225740432739258, 0.43696001172065735], [0.382984459400177, 0.4450557827949524], [0.41876402497291565, 0.44316837191581726], [0.40098991990089417, 0.4861890971660614], [0.4228798747062683, 0.48636096715927124], [0.4034196734428406, 0.5477877855300903], [0.4354283809661865, 0.5476086139678955], [0.4109823703765869, 0.6083709001541138], [0.4504354000091553, 0.6059192419052124]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6639868021011353, 0.3656695783138275], [0.6377766132354736, 0.3830079436302185], [0.6606594920158386, 0.39197471737861633], [0.6236848831176758, 0.4114069640636444], [0.6778824925422668, 0.4241182208061218], [0.6384944915771484, 0.42232048511505127], [0.7024942636489868, 0.4281415343284607], [0.6279323101043701, 0.4565819203853607], [0.6446909308433533, 0.4617994427680969], [0.6236000657081604, 0.5079111456871033], [0.6647977232933044, 0.5123437643051147], [0.6094623804092407, 0.5561100244522095], [0.6656445860862732, 0.5653846263885498]]","[457, 128]",tight_straight lob,"[np.float64(5.569), np.float64(1.66), np.float64(0.224)]","[np.float64(5.775), np.float64(1.287), np.float64(0.174)]","[np.float64(5.327), np.float64(2.253), np.float64(0.303)]",2 hit the ball
44,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3886229693889618, 0.3603142201900482], [0.40421062707901, 0.3573203980922699], [0.3863893151283264, 0.3982257544994354], [0.4123567044734955, 0.3934449851512909], [0.38648152351379395, 0.4490618407726288], [0.4201928973197937, 0.4410100281238556], [0.3864898681640625, 0.48239830136299133], [0.41642633080482483, 0.4750705659389496], [0.39821502566337585, 0.4877640902996063], [0.4176763892173767, 0.4859769642353058], [0.40139609575271606, 0.5508517622947693], [0.42632269859313965, 0.5486864447593689], [0.4109606146812439, 0.6151633858680725], [0.4434661269187927, 0.6103312969207764]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6601588726043701, 0.3661273419857025], [0.6351885199546814, 0.3860912024974823], [0.6580601930618286, 0.39440053701400757], [0.6224067807197571, 0.4141586720943451], [0.6776005625724792, 0.4261264503002167], [0.6373506188392639, 0.4261062741279602], [0.7022863626480103, 0.43109631538391113], [0.62713223695755, 0.4596930742263794], [0.6436392068862915, 0.46464526653289795], [0.6234390139579773, 0.5109999179840088], [0.663265585899353, 0.5150021314620972], [0.6111969351768494, 0.5597870349884033], [0.6648786664009094, 0.568450391292572]]","[459, 137]",tight_straight lob,"[np.float64(5.555), np.float64(1.688), np.float64(0.227)]","[np.float64(5.778), np.float64(1.28), np.float64(0.173)]","[np.float64(5.374), np.float64(2.148), np.float64(0.289)]",2 hit the ball
45,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.38383373618125916, 0.3607376217842102], [0.4013304114341736, 0.35764938592910767], [0.3811038136482239, 0.3996974527835846], [0.4099973738193512, 0.3950035870075226], [0.3814032971858978, 0.45068031549453735], [0.4215618669986725, 0.44284331798553467], [0.38224703073501587, 0.4840835928916931], [0.41895538568496704, 0.47649049758911133], [0.3954656720161438, 0.4891774356365204], [0.4159419536590576, 0.48770272731781006], [0.4015076756477356, 0.5501391291618347], [0.4224851131439209, 0.5481079816818237], [0.41500791907310486, 0.6132493615150452], [0.43817442655563354, 0.6086990237236023]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6543501615524292, 0.3662053048610687], [0.6325589418411255, 0.38678812980651855], [0.6533840894699097, 0.39441603422164917], [0.6180930733680725, 0.41547533869743347], [0.670691728591919, 0.42512503266334534], [0.6240721940994263, 0.41843724250793457], [0.6872879266738892, 0.4238126873970032], [0.626120924949646, 0.4612148702144623], [0.6417822241783142, 0.46556180715560913], [0.6205590963363647, 0.5125095844268799], [0.6613855957984924, 0.5157973766326904], [0.6115989089012146, 0.5607163906097412], [0.6669110655784607, 0.5676808953285217]]","[460, 142]",tight_straight lob,"[np.float64(5.505), np.float64(1.785), np.float64(0.24)]","[np.float64(5.784), np.float64(1.269), np.float64(0.171)]","[np.float64(5.398), np.float64(2.095), np.float64(0.282)]",2 hit the ball
46,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3788831830024719, 0.3953261375427246], [0.40628623962402344, 0.3925743103027344], [0.3794519305229187, 0.4470406472682953], [0.4165341258049011, 0.4418451189994812], [0.3810221254825592, 0.47977006435394287], [0.41386905312538147, 0.47418978810310364], [0.3920072019100189, 0.4873408079147339], [0.411365270614624, 0.48663949966430664], [0.3994508385658264, 0.5533058047294617], [0.41798752546310425, 0.5519009828567505], [0.41512632369995117, 0.6185846328735352], [0.4348675608634949, 0.6151314377784729]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6515482664108276, 0.36649903655052185], [0.6284323930740356, 0.3882479667663574], [0.6516707539558411, 0.39340659976005554], [0.621519148349762, 0.4161151945590973], [0.6587612628936768, 0.4201572835445404], [0.0, 0.0], [0.6677839159965515, 0.4111355245113373], [0.6263658404350281, 0.4628462493419647], [0.6442136764526367, 0.46559014916419983], [0.6235062479972839, 0.5073297023773193], [0.660522997379303, 0.5087988376617432], [0.6165305376052856, 0.5527681708335876], [0.6664729118347168, 0.5578579306602478]]","[460, 142]",tight_straight lob,"[np.float64(5.461), np.float64(1.869), np.float64(0.252)]","[np.float64(5.777), np.float64(1.283), np.float64(0.173)]","[np.float64(5.398), np.float64(2.095), np.float64(0.282)]",2 hit the ball
47,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.37911081314086914, 0.39130011200904846], [0.40262049436569214, 0.3894016742706299], [0.3785642981529236, 0.44325757026672363], [0.4102463126182556, 0.4390181303024292], [0.3799712061882019, 0.47877946496009827], [0.40915384888648987, 0.4736256003379822], [0.38962501287460327, 0.48403269052505493], [0.4063871502876282, 0.48357751965522766], [0.39676782488822937, 0.5514844655990601], [0.41321855783462524, 0.5503928661346436], [0.409636914730072, 0.6174607276916504], [0.42866501212120056, 0.6149426102638245]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6481653451919556, 0.36390116810798645], [0.6268460154533386, 0.3852156400680542], [0.64670729637146, 0.3899686932563782], [0.6169977784156799, 0.41950228810310364], [0.6499048471450806, 0.42317742109298706], [0.0, 0.0], [0.6516568064689636, 0.4251418113708496], [0.6226671934127808, 0.4560064971446991], [0.6387923955917358, 0.4588736295700073], [0.6206099987030029, 0.5083840489387512], [0.6566741466522217, 0.5100400447845459], [0.6134780049324036, 0.5603095293045044], [0.6634889841079712, 0.564654529094696]]","[460, 142]",tight_straight lob,"[np.float64(5.444), np.float64(1.902), np.float64(0.256)]","[np.float64(5.769), np.float64(1.3), np.float64(0.175)]","[np.float64(5.398), np.float64(2.095), np.float64(0.282)]",2 hit the ball
48,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3939240872859955, 0.34704047441482544], [0.3735432028770447, 0.3847963213920593], [0.399016797542572, 0.38243064284324646], [0.37299615144729614, 0.43723657727241516], [0.4080573618412018, 0.43150728940963745], [0.3710540533065796, 0.4727989137172699], [0.40382933616638184, 0.46813148260116577], [0.3850805163383484, 0.47814255952835083], [0.40346938371658325, 0.4776889681816101], [0.39196696877479553, 0.5498276948928833], [0.40964803099632263, 0.548477292060852], [0.40602436661720276, 0.6191656589508057], [0.42567601799964905, 0.615899384021759]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6442900896072388, 0.3619833290576935], [0.6243517398834229, 0.3827730715274811], [0.6438223719596863, 0.3884655833244324], [0.6137953400611877, 0.4146154522895813], [0.6469895243644714, 0.4202812612056732], [0.0, 0.0], [0.6459338068962097, 0.41966259479522705], [0.6205874681472778, 0.45522186160087585], [0.6362962126731873, 0.45801153779029846], [0.6182080507278442, 0.506440281867981], [0.6527994871139526, 0.5082277655601501], [0.6154521703720093, 0.557558000087738], [0.6632784605026245, 0.5614588260650635]]","[460, 142]",tight_straight lob,"[np.float64(5.395), np.float64(1.995), np.float64(0.269)]","[np.float64(5.785), np.float64(1.267), np.float64(0.171)]","[np.float64(5.398), np.float64(2.095), np.float64(0.282)]",2 hit the ball
49,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.38963472843170166, 0.34458282589912415], [0.37031257152557373, 0.38527941703796387], [0.3955783247947693, 0.38307681679725647], [0.36701077222824097, 0.4386928975582123], [0.4069298803806305, 0.4333201050758362], [0.36368292570114136, 0.4748484194278717], [0.40477579832077026, 0.4706091284751892], [0.38086268305778503, 0.4818785786628723], [0.39864563941955566, 0.4814976453781128], [0.3887569010257721, 0.554589569568634], [0.40803900361061096, 0.5535163283348083], [0.40010517835617065, 0.6245123147964478], [0.422027051448822, 0.6219222545623779]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6392054557800293, 0.3577665686607361], [0.6202632188796997, 0.38032272458076477], [0.6382817625999451, 0.3871411085128784], [0.5999576449394226, 0.4054712653160095], [0.6348918080329895, 0.4135117530822754], [0.5860458612442017, 0.40208980441093445], [0.6238133907318115, 0.41283273696899414], [0.6154800057411194, 0.4575347602367401], [0.6309145092964172, 0.46101608872413635], [0.6067364811897278, 0.510274350643158], [0.6493406295776367, 0.5132086277008057], [0.6017761826515198, 0.5637384057044983], [0.6619225144386292, 0.5683238506317139]]","[357, 95]",straight lob,"[np.float64(5.373), np.float64(2.037), np.float64(0.274)]","[np.float64(5.782), np.float64(1.272), np.float64(0.172)]","[np.float64(4.982), np.float64(3.028), np.float64(0.398)]",2 hit the ball
50,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.38784170150756836, 0.34333983063697815], [0.36836791038513184, 0.3821171224117279], [0.393060564994812, 0.38030683994293213], [0.36738666892051697, 0.435400128364563], [0.4042477011680603, 0.4302622973918915], [0.3674270510673523, 0.4723404049873352], [0.4041012227535248, 0.46750178933143616], [0.3780468702316284, 0.477321594953537], [0.3954618573188782, 0.47702115774154663], [0.38530024886131287, 0.5517570972442627], [0.4036122262477875, 0.5507151484489441], [0.3949292004108429, 0.62114018201828], [0.41582536697387695, 0.6189756393432617]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6185590624809265, 0.3747997283935547], [0.631149172782898, 0.3805384337902069], [0.5958701968193054, 0.40650689601898193], [0.6220000982284546, 0.4129249155521393], [0.5793164372444153, 0.4032721519470215], [0.607228696346283, 0.41198617219924927], [0.6118572354316711, 0.45667198300361633], [0.6238746047019958, 0.459852010011673], [0.6059218049049377, 0.5065656304359436], [0.6475717425346375, 0.5095821619033813], [0.5968874096870422, 0.56304931640625], [0.6572222709655762, 0.5671865344047546]]","[341, 88]",straight lob,"[np.float64(5.354), np.float64(2.073), np.float64(0.279)]","[np.float64(5.793), np.float64(1.249), np.float64(0.168)]","[np.float64(4.687), np.float64(3.744), np.float64(0.48)]",2 hit the ball
51,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.38509804010391235, 0.3417316973209381], [0.3642283082008362, 0.3777117431163788], [0.38886356353759766, 0.37651345133781433], [0.36625367403030396, 0.4308295249938965], [0.39932140707969666, 0.42695027589797974], [0.0, 0.0], [0.4009108543395996, 0.46067818999290466], [0.3757975697517395, 0.4748856723308563], [0.3937879204750061, 0.47539883852005005], [0.3813701272010803, 0.550051212310791], [0.40173643827438354, 0.5493109226226807], [0.3897377550601959, 0.6208463311195374], [0.41350919008255005, 0.6198561787605286]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.62462317943573, 0.3419061303138733], [0.0, 0.0], [0.619768500328064, 0.3687739968299866], [0.6254191398620605, 0.3741683065891266], [0.5965725779533386, 0.3967072069644928], [0.6066137552261353, 0.40050727128982544], [0.5735713243484497, 0.39575517177581787], [0.5802327990531921, 0.3977993428707123], [0.6118467450141907, 0.4509160816669464], [0.619409441947937, 0.4528985023498535], [0.6001116037368774, 0.5009568333625793], [0.6356476545333862, 0.5030417442321777], [0.6011149287223816, 0.5557839870452881], [0.6544813513755798, 0.5575411915779114]]","[341, 88]",straight lob,"[np.float64(5.302), np.float64(2.173), np.float64(0.293)]","[np.float64(5.807), np.float64(1.22), np.float64(0.164)]","[np.float64(4.687), np.float64(3.744), np.float64(0.48)]",2 hit the ball
52,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.381849467754364, 0.3422156572341919], [0.3612848222255707, 0.37834346294403076], [0.38581034541130066, 0.37806522846221924], [0.0, 0.0], [0.3966509699821472, 0.4289707541465759], [0.0, 0.0], [0.3974732756614685, 0.4599505066871643], [0.3733915686607361, 0.4776225984096527], [0.39121007919311523, 0.478676438331604], [0.37897664308547974, 0.5533828735351562], [0.3992183804512024, 0.5530502796173096], [0.38741475343704224, 0.6259890198707581], [0.410399854183197, 0.6258693337440491]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.614722728729248, 0.33168819546699524], [0.0, 0.0], [0.6162300109863281, 0.3621987998485565], [0.6209195852279663, 0.3634612560272217], [0.6012477874755859, 0.39641401171684265], [0.0, 0.0], [0.5824028849601746, 0.40094077587127686], [0.0, 0.0], [0.6105596423149109, 0.44484055042266846], [0.6170907020568848, 0.4441384971141815], [0.5992746949195862, 0.495982825756073], [0.6275443434715271, 0.4956229031085968], [0.6034939289093018, 0.553804337978363], [0.6466649770736694, 0.5513731837272644]]","[341, 88]",straight lob,"[np.float64(5.285), np.float64(2.204), np.float64(0.297)]","[np.float64(5.807), np.float64(1.22), np.float64(0.164)]","[np.float64(4.687), np.float64(3.744), np.float64(0.48)]",2 hit the ball
53,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3620821237564087, 0.38466233015060425], [0.3829099237918854, 0.3839772045612335], [0.36234790086746216, 0.4375301003456116], [0.39223670959472656, 0.4346977174282074], [0.0, 0.0], [0.39245977997779846, 0.4702301025390625], [0.3706513047218323, 0.4841616749763489], [0.3863111436367035, 0.48405423760414124], [0.37346524000167847, 0.5569595098495483], [0.3953031897544861, 0.5562222003936768], [0.3834865689277649, 0.6253136396408081], [0.41171249747276306, 0.6230725049972534]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6098594665527344, 0.3393964171409607], [0.0, 0.0], [0.6085842251777649, 0.36925607919692993], [0.6206516623497009, 0.36968645453453064], [0.589954674243927, 0.39744967222213745], [0.0, 0.0], [0.5743162035942078, 0.4009990394115448], [0.0, 0.0], [0.6078477501869202, 0.4506470561027527], [0.6174154877662659, 0.4503893554210663], [0.599483072757721, 0.5022868514060974], [0.6202620267868042, 0.5027816295623779], [0.603657603263855, 0.5581463575363159], [0.629449725151062, 0.556677520275116]]","[324, 79]",slight_crosscourt lob,"[np.float64(5.271), np.float64(2.23), np.float64(0.301)]","[np.float64(5.829), np.float64(1.175), np.float64(0.158)]","[np.float64(4.362), np.float64(4.844), np.float64(0.571)]",2 hit the ball
54,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.35378438234329224, 0.36014965176582336], [0.0, 0.0], [0.3579255938529968, 0.39597824215888977], [0.3802330195903778, 0.3837621808052063], [0.35958003997802734, 0.45023539662361145], [0.3833041191101074, 0.432723730802536], [0.3440872132778168, 0.44573283195495605], [0.36718660593032837, 0.4414594769477844], [0.37295979261398315, 0.49811604619026184], [0.3909696340560913, 0.49206262826919556], [0.3606102168560028, 0.5797294974327087], [0.3898846507072449, 0.5657179951667786], [0.3693644404411316, 0.6589473485946655], [0.4077944755554199, 0.6366271376609802]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.6030588150024414, 0.344851553440094], [0.0, 0.0], [0.6019752621650696, 0.370612770318985], [0.6177611947059631, 0.3712855875492096], [0.5851587057113647, 0.3995770812034607], [0.6071028113365173, 0.39890027046203613], [0.569060206413269, 0.4003453254699707], [0.0, 0.0], [0.6025019884109497, 0.44912856817245483], [0.6141497492790222, 0.44863590598106384], [0.5944211483001709, 0.5073704719543457], [0.6157386302947998, 0.507586658000946], [0.5978901982307434, 0.5638802647590637], [0.623104989528656, 0.562213122844696]]","[324, 79]",slight_crosscourt lob,"[np.float64(5.277), np.float64(2.22), np.float64(0.299)]","[np.float64(5.9), np.float64(1.026), np.float64(0.138)]","[np.float64(4.362), np.float64(4.844), np.float64(0.571)]",2 hit the ball
55,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3533673882484436, 0.3621211647987366], [0.0, 0.0], [0.36126047372817993, 0.3999072313308716], [0.37572941184043884, 0.39311519265174866], [0.3546774685382843, 0.4484364688396454], [0.37104231119155884, 0.43769174814224243], [0.33955392241477966, 0.4600267708301544], [0.3488069176673889, 0.45471441745758057], [0.37485212087631226, 0.502980649471283], [0.38553038239479065, 0.4985586404800415], [0.36208683252334595, 0.5768767595291138], [0.37916791439056396, 0.5723747611045837], [0.37728869915008545, 0.6533064246177673], [0.3961683213710785, 0.6439722776412964]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5997079014778137, 0.3449603319168091], [0.0, 0.0], [0.6019940376281738, 0.3715707063674927], [0.6121950745582581, 0.3698502779006958], [0.5863096117973328, 0.4056782126426697], [0.5953415036201477, 0.40023940801620483], [0.5660853981971741, 0.40486904978752136], [0.5706485509872437, 0.4027961790561676], [0.6001376509666443, 0.45090538263320923], [0.6071158647537231, 0.4487219452857971], [0.5945264101028442, 0.5142427086830139], [0.6020922064781189, 0.5130913853645325], [0.5985274910926819, 0.5724943280220032], [0.6035269498825073, 0.5685545206069946]]","[324, 79]",slight_crosscourt lob,"[np.float64(5.269), np.float64(2.233), np.float64(0.301)]","[np.float64(5.932), np.float64(0.96), np.float64(0.129)]","[np.float64(4.362), np.float64(4.844), np.float64(0.571)]",2 hit the ball
56,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.34971776604652405, 0.3665089011192322], [0.0, 0.0], [0.35911768674850464, 0.4051764905452728], [0.36921826004981995, 0.3984440565109253], [0.35609254240989685, 0.4576781392097473], [0.36799660325050354, 0.4442380666732788], [0.3435123562812805, 0.4785212278366089], [0.0, 0.0], [0.3730999827384949, 0.5132692456245422], [0.38037383556365967, 0.5085175633430481], [0.3607049584388733, 0.5811457633972168], [0.3710710406303406, 0.5765621066093445], [0.37818261981010437, 0.6601918339729309], [0.3865070939064026, 0.6506640315055847]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5982131361961365, 0.3410286009311676], [0.0, 0.0], [0.5986779928207397, 0.36826783418655396], [0.610546350479126, 0.3682022988796234], [0.5825906991958618, 0.403153657913208], [0.0, 0.0], [0.5646053552627563, 0.41061434149742126], [0.0, 0.0], [0.5985485315322876, 0.4450138509273529], [0.606666088104248, 0.44409510493278503], [0.5939794182777405, 0.5067890882492065], [0.6023629307746887, 0.5067803859710693], [0.5994899868965149, 0.5631992816925049], [0.6040152907371521, 0.5607726573944092]]","[324, 79]",slight_crosscourt lob,"[np.float64(5.196), np.float64(2.37), np.float64(0.32)]","[np.float64(6.028), np.float64(0.762), np.float64(0.103)]","[np.float64(4.362), np.float64(4.844), np.float64(0.571)]",2 hit the ball
57,"[[0.3381267488002777, 0.37307536602020264], [0.33959317207336426, 0.3636721670627594], [0.0, 0.0], [0.3461814224720001, 0.36562567949295044], [0.0, 0.0], [0.35868579149246216, 0.4059658348560333], [0.3615543246269226, 0.4059746563434601], [0.36529266834259033, 0.47152310609817505], [0.36038655042648315, 0.45589667558670044], [0.35126328468322754, 0.5042628645896912], [0.3386889100074768, 0.4559774696826935], [0.37234848737716675, 0.5147972702980042], [0.3719576299190521, 0.5146934986114502], [0.37009066343307495, 0.5870339274406433], [0.35165858268737793, 0.5888041257858276], [0.4015352129936218, 0.6563729047775269], [0.35998713970184326, 0.6534743905067444]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5951417684555054, 0.33781424164772034], [0.0, 0.0], [0.5953986644744873, 0.36742645502090454], [0.6074978113174438, 0.3677661418914795], [0.5794786214828491, 0.4031476676464081], [0.5966173410415649, 0.4010072350502014], [0.5599110126495361, 0.41168856620788574], [0.0, 0.0], [0.5932233333587646, 0.44217002391815186], [0.6012343168258667, 0.4411543607711792], [0.5886755585670471, 0.4990820586681366], [0.5950868129730225, 0.49881431460380554], [0.5935834050178528, 0.5512606501579285], [0.5954400300979614, 0.5489774942398071]]","[324, 79]",slight_crosscourt lob,"[np.float64(5.137), np.float64(2.479), np.float64(0.334)]","[np.float64(6.021), np.float64(0.777), np.float64(0.105)]","[np.float64(4.362), np.float64(4.844), np.float64(0.571)]",2 hit the ball
58,"[[0.0, 0.0], [0.33288341760635376, 0.3700172007083893], [0.0, 0.0], [0.33980223536491394, 0.3727332353591919], [0.0, 0.0], [0.3465694785118103, 0.4101068675518036], [0.36437341570854187, 0.397885799407959], [0.35047510266304016, 0.47421225905418396], [0.36368805170059204, 0.4561617076396942], [0.3336799442768097, 0.48128098249435425], [0.3412863612174988, 0.4755103290081024], [0.364548921585083, 0.5229349732398987], [0.3820498287677765, 0.5156967639923096], [0.3329789638519287, 0.5992171764373779], [0.3753509819507599, 0.5832061171531677], [0.3434532582759857, 0.6728273034095764], [0.4119113087654114, 0.6440961956977844]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.583706796169281, 0.34035882353782654], [0.0, 0.0], [0.5874094367027283, 0.3676501512527466], [0.5969659090042114, 0.3663121461868286], [0.5740171670913696, 0.4055945575237274], [0.0, 0.0], [0.5556758642196655, 0.41586071252822876], [0.0, 0.0], [0.5880926847457886, 0.441780686378479], [0.594878077507019, 0.4399544596672058], [0.5807084441184998, 0.5007351636886597], [0.5891779065132141, 0.49952515959739685], [0.58576500415802, 0.5543317198753357], [0.5925495028495789, 0.5503184795379639]]","[298, 73]",slight_crosscourt lob,"[np.float64(4.949), np.float64(2.821), np.float64(0.38)]","[np.float64(6.059), np.float64(0.699), np.float64(0.094)]","[np.float64(3.884), np.float64(5.075), np.float64(0.73)]",2 hit the ball
